95,あｑｗせｄｒｆｔｇｙふじこｌｐ；＠：,null,4,null,-1
96,萌えてageるはオアラハー桜島ハーヨイヨイヨイサット,null,4,null,-1
97,今のは僕じゃないっすよぉ！雲仙の奴っすよぉ！,null,4,null,-1
98,国分隼人にへが降った次ん日は雨になっこっがうかで気をつっきゃいなぁ。,null,4,null,-1
99,ヘが出らんでミが出たぁいよ,null,4,null,-1
100,口の中がしゃりしゃりする,null,4,null,-1
101,親方！　空から、灰が！,null,3,null,-1
102,さ！つ！ま！の灰！,null,3,null,-1
103,ひったまがったーーーー,null,4,null,-1
104,ももたろ社長所有の8件の物件が壊滅しました。,null,3,null,-1
105,あいちゃ！今へをひったがよ～,null,4,null,-1
106,諸君 私は噴火が好きだ　諸君 私は噴火が大好きだ,null,4,null,-1
107,な、なんじゃこりゃぁぁぁぁぁ・・・,null,4,null,-1
108,最高に『灰！』ってヤツだー!!,null,3,null,-1
109,んまっ　つぁ　ちょぎっ！,null,3,null,-1
110,いいのかい？ホイホイついてきちまって 俺はノンケでもかまわず噴火させちまう火山なんだぜ,null,4,null,-1
111,明日の一面は俺で決まりだな,null,4,null,-1
112,鹿児島は今日も灰だった,null,3,null,-1
113,Dokkan Dokkan 噴いてる！,null,4,null,-1
114,シャッターチャンスじゃっど！,null,4,null,-1
115,体の一部がbot!bot!,null,4,null,-1
116,めがねめがね,null,3,null,-1
117,灰(へ)で灰ダルマを作っくいやい。,null,3,null,-1
118,灰らーびゅーー♪いーまだーけはーかなーしいうたー♪ききーたくーないよー♪,null,3,null,-1
119,マグマの粘り……あんっ、すごいっ……ねばっこくて……,null,4,null,-1
120,Oh...you stink!,null,4,null,-1
121,んだもこらいけなもんな,null,3,null,-1
122,＼おいが／　＼わいが／　　＼＼桜島ファイヤー！／／,null,3,null,-1
123,新燃岳と繋がりながら噴火するなんて、頭がフットーしそうだよぉ！,null,4,null,-1
124,へーあんたも桜島っていうんだ〜,null,3,null,-1
125,みょんみょん,null,3,null,-1
126,ぺろっ…これは硫黄！,null,4,null,-1
127,ドロドロリッチなう（マグマ的な意味で）,null,3,null,-1
128,恋する桜島はせつなくて、新萌岳のこと思うとすぐ噴火しちゃうの,null,3,null,-1
129,パイおパパイパパぱいいいぱいいい,null,4,null,-1
130,ちんがら噴火する〜ごいと降いたくる〜,null,4,null,-1
131,花は霧島 煙草は国分 燃えて上がるはおはら、はー桜島,null,4,null,-1
132,そ・・それよりカーズは・・？カーズは溶岩へ突っ込んだか！？,null,4,null,-1
133,<censored>,null,4,null,-1
134,みんなも噴いてア・ラ・モード♪,null,4,null,-1
135,噴火前には言い辛くて・・・,null,4,null,-1
136,噴火力たったの5か…ゴミが,null,3,null,-1
137,指宿まで飛んでいけぇー,null,3,null,-1
138,誰だ！俺にメントスを入れた奴は！？,null,4,null,-1
139,福岡まで飛んでいけぇー,null,3,null,-1
140,メテオ！,null,4,null,-1
141,灰を降らせる程度の能力,null,3,null,-1
142,てぴてぴてっぴー♪,null,3,null,-1
143,降灰対策用ヤ550形萌え,null,4,null,-1
144,ざわ…ざわ…,null,3,null,-1
145,一時期休んでたのはプールの屋根を取り外す工事をやらせるためじゃないんだからね！,null,3,null,-1
146,ちっちきちー,null,3,null,-1
147,富士山先輩、そろそろ本気見せてくださいよ,null,3,null,-1
148,ホワイトアウト：灰などによって視界が白一色となり、方向・高度が識別不能となる現象。,null,3,null,-1
149,富士山はわしが育てた,null,4,null,-1
150,わしは第三形態まで進化するぞ,null,4,null,-1
151,はぴはぴはっぴー♪,null,3,null,-1
152,火山に代わっておしおきよ！,null,3,null,-1
153,MOTTO MOTTO!!,null,4,null,-1
154,ヤなやつ！ヤなやつ！ヤなやつ！,null,4,null,-1
155,認めたくないものだな 火山故の過ちというものを,null,4,null,-1
156,灰がゴミのようだ！,null,3,null,-1
157,大人の噴火よ 帰ったら続きをしましょう,null,4,null,-1
158,桜島の噴火でございます #sakurajima,null,3,null,-1
159,ひざまずきたまえ、君たちは今桜島の前にいるのだよ,null,3,null,-1
160,あぁ…間違いない 噴火だ,null,4,null,-1
161,まっくろくろすけ出ておいで～,null,4,null,-1
162,ミノフスキー粒子を散布しろ！,null,3,null,-1
163,あ、ごめん エイヤフィヤトラヨークトルのこと考えてた,null,3,null,-1
164,やーい、おまえんち休火山～！,null,3,null,-1
165,♪半径2000mはこの噴石のと～どく距離 ♪今から打ち上げますので離れ～ていて下さい。,null,4,null,-1
166,噴火したところで山は山だぜ,null,4,null,-1
167,前は何も考えなくても、噴火できたの,null,4,null,-1
168,ようやく守らなければならないものができたんだ。鹿児島さ,null,4,null,-1
169,俺による経済効果は数十億円はあるな,null,4,null,-1
170,あっち向いてぐーるぐるっ！こっち向いてぐーるぐるっ！,null,4,null,-1
171,ごめんなさい！ほんと、ごめんなさい！,null,4,null,-1
172,よろしい　ならば噴火だ,null,4,null,-1
173,こいつはくせえッー！　硫黄のにおいがプンプンするぜッーーーーッ!!,null,4,null,-1
174,哀しいけど、これ噴火なのよね,null,4,null,-1
175,見よ！　火口は赤く燃えている！,null,4,null,-1
176,君がッ　泣くまで　噴火をやめないッ！,null,3,null,-1
177,致した,null,4,null,-1
178,噴火なう,null,4,null,-1
179,へーちょ,null,4,null,-1
180,ちんがらほけきょ ちんがらほけきょ　私のおうちが ちんがらほけきょ,null,4,null,-1
181,みさくらとんこつ,null,4,null,-1
182,桜島ふんわり灰降らす夜は〜,null,4,null,-1
183,おれの灰か？欲しけりゃくれてやるぜ･･･ 探してみろ この世の全てをそこに置いてきた,null,4,null,-1
184,ねぇ、秒速5センチなんだって。灰の落ちるスピード、秒速5センチメートル,null,4,null,-1
185,絶望した！変態ワードばかり登録されて絶望した！,null,4,null,-1
186,僕の噴火は大きいです！,null,4,null,-1
187,たまの噴火はスパイスかもね♪,null,3,null,-1
188,これふぁぼりんこしてくださいね,null,4,null,-1
189,KABOOM!,null,4,null,-1
190,お菓子をくれなきゃ噴火しちゃうぞ♪,null,4,null,-1
191,お菓子はあげないよ！だから...いたずらしても...いいよ？///,null,4,null,-1
192,倍噴火だ…！,null,4,null,-1
193,あなたと噴火したい,null,4,null,-1
194,私の彼は活火山〜♪,null,3,null,-1
195,悪には悪の救世主が必要なんだよ。フフフフ,null,4,null,-1
196,絶対、だいじょうぶ、だよ,null,4,null,-1
197,卍解！,null,3,null,-1
198,ポティカおじさんなら俺の横で寝てるよ,null,3,null,-1
199,火山ですら毎日噴火しているというのにおまえらときたら…,null,3,null,-1
200,あなたは死ぬわ 私が噴火するもの,null,4,null,-1
201,こちとらには1万2千メートルの火砕流堆積層と火山灰があるんだから！！,null,4,null,-1
202,休火山だからさ…,null,4,null,-1
203,俺...この噴火が終わったら結婚するんだ...,null,4,null,-1
204,HOT: 桜島,null,3,null,-1
205,粒子放出量が自慢です！,null,3,null,-1
206,きれいな顔してるだろ…噴火してるんだぜ、これ,null,4,null,-1
207,未来を創る為に…俺達は…変わるんだぁぁーッ！！,null,4,null,-1
208,瞬間、噴火、重ねて,null,4,null,-1
209,今日も噴火しちょっど,null,4,null,-1
210,あ、開聞岳くんは休火山かぁ。僕の“へ”溜まりすぎてるから少し処理してくれんかね。。。,null,4,null,-1
211,赤い実はじけた！,null,3,null,-1
212,俺ってそんなに噴火してるイメージある？ それどこ情報？ どこ情報よ〜,null,3,null,-1
213,たすおーっす！,null,4,Wed Dec 22 14:59:37 UTC 2010,-1
214,おなかがgoo おなかがgoogle おなかがexcite!,null,4,Wed Dec 22 14:59:37 UTC 2010,-1
215,あずにゃんぺろぺろ,null,4,Wed Dec 22 15:00:56 UTC 2010,-1
216,てげてげ〜♪ てげてげ〜♪,null,3,Wed Dec 22 15:01:29 UTC 2010,-1
217,噴火じゃなイカ？,null,4,Wed Dec 22 15:03:50 UTC 2010,-1
218,この部屋…なんかおかしい… 灰が1粒もない…,null,4,Wed Dec 22 16:12:31 UTC 2010,-1
219,今噴火してた? 完全に無意識だったわー,null,3,Thu Dec 23 13:19:02 UTC 2010,-1
220,日本中の火山は俺が噴火させる…！,null,3,Thu Dec 23 13:28:40 UTC 2010,-1
221,噴火系男子,null,3,Thu Dec 23 13:28:40 UTC 2010,-1
222,非実在火山,null,4,Thu Dec 23 13:28:40 UTC 2010,-1
223,寝ぼけるな 続行だ ケチな噴火、する気なし！,null,3,Thu Dec 23 13:28:40 UTC 2010,-1
224,俺のネオアームストロングサイクロンジェットアームストロング砲を見てくれ。こいつをどう思う？,null,3,Thu Dec 23 13:28:40 UTC 2010,-1
225,おまえはいいよな。俺なんか噴火するしかないからな,null,3,Thu Dec 23 13:34:12 UTC 2010,-1
226,へへ…身体が噴火の仕方を覚えてやがる,null,4,Thu Dec 23 13:34:12 UTC 2010,-1
227,俺って気象庁の監視下に置かれてたっけ？,null,3,Thu Dec 23 13:38:39 UTC 2010,-1
228,ちょっとそれじゃまるで俺が変みたいじゃーん まるで俺が突出した個性を持ち、溢れでるマグマによって鹿児島を導いていく存在みたいじゃーん,null,3,Thu Dec 23 13:38:39 UTC 2010,-1
229,僕だけなんでオフ会ハブられるの？,null,4,Thu Dec 23 13:52:20 UTC 2010,-1
230,えーみんな噴火しないの？ 普通だと思ってた〜 普通だと思ってた〜,null,4,Thu Dec 23 13:52:20 UTC 2010,-1
231,へーこの噴火2年前くらいに流行ってたよね 2年くらい前に見たわ,null,3,Thu Dec 23 13:52:20 UTC 2010,-1
232,俺より強い火山に会いに行く,null,4,Thu Dec 23 13:52:20 UTC 2010,-1
233,かぁーっ！今から帰っても2時間しか噴火できないわ〜 ほら見て？かぁーっ,null,3,Thu Dec 23 15:02:27 UTC 2010,-1
234,昨日４時間も噴火しちゃいましたよー ねぇ聞いてくださいよ 昨日４時間も噴火しちゃいましたよー,null,4,Thu Dec 23 15:06:28 UTC 2010,-1
235,このツイートに出てる時間って日本標準時だったの？ てっきり太平洋標準時かと思ってたわー,null,4,Thu Dec 23 15:20:29 UTC 2010,-1
236,うそっ…私の噴煙、低すぎ…？,null,4,Fri Dec 24 02:40:00 UTC 2010,-1
237,火砕流、襲来,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
238,見知らぬ、火口,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
239,鳴らない、火山雷,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
240,噴火、逃げ出した後,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
241,桜島、錦江湾のむこうに,null,3,Fri Dec 24 03:06:30 UTC 2010,-1
242,決戦、新枕崎市,null,3,Fri Dec 24 03:06:30 UTC 2010,-1
243,火山の造りしもの,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
244,マグマダイバー,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
245,静止した火口の中で,null,3,Fri Dec 24 03:06:30 UTC 2010,-1
246,噴火の価値は,null,3,Fri Dec 24 03:06:30 UTC 2010,-1
247,降灰、侵入,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
248,噴火に至る病、そして,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
249,風向きの選択を,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
250,心のかたち、火山のかたち,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
251,火山、誕生,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
252,せめて、火山らしく,null,3,Fri Dec 24 03:06:30 UTC 2010,-1
253,Ash/降灰を、君に,null,4,Fri Dec 24 03:06:30 UTC 2010,-1
254,とれないや…硫黄のにおい,null,4,Fri Dec 24 03:12:48 UTC 2010,-1
255,わかってるわ。わたしは噴火するしかないのよ。,null,4,Fri Dec 24 03:23:14 UTC 2010,-1
256,私はたぶん３火口目だと思うから,null,4,Fri Dec 24 03:23:14 UTC 2010,-1
257,･･･最低だ･･･俺って・・・,null,3,Fri Dec 24 03:23:14 UTC 2010,-1
258,俺はここで噴火することしかできない。だが君には、君にしかできない、君ならできることがあるはずだ。,null,4,Fri Dec 24 03:23:14 UTC 2010,-1
259,芋煮会はどこでやってますか？,null,4,Fri Dec 24 03:38:49 UTC 2010,-1
260,世界の中心でハイを叫んだ火山,null,4,Fri Dec 24 03:40:25 UTC 2010,-1
261,うんたん♪うんたん♪,null,3,Fri Dec 24 03:54:43 UTC 2010,-1
262,萌え萌えキュン♪,null,3,Fri Dec 24 03:54:43 UTC 2010,-1
263,火山の法則が乱れる！！,null,4,Fri Dec 24 04:05:21 UTC 2010,-1
264,今まで仮免許だった、これからは桜島らしさを出していきたい,null,3,Fri Dec 24 04:05:21 UTC 2010,-1
265,君たちの未来はまだ灰色という意味さ。誰もがね。自分の未来は自分で切り開くものなんだ。,null,3,Fri Dec 24 04:15:24 UTC 2010,-1
266,噴火回数一位を目指す理由はなんですか？二位じゃダメなんですか？,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
267,Youはshock 愛で灰が落ちてくる♪,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
268,桜島の横あいてますよ,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
269,もう許した,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
270,轟盲灰！,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
271,【急募】ロードスィーパー,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
272,点火！！,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
273,俺の上の方ちょっと色違うだろ？ ここ絶対領域だから,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
274,安西先生、噴火がしたいです・・・,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
275,クリリンのことかー!!!!!!,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
276,天才ですから,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
277,ひ…退かぬ!! 媚びぬ 省みぬ!!,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
278,おまえは今まで降った灰の数をおぼえているのか？,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
279,どーん,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
280,燃え上がれ！俺の小宇宙!!,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
281,火山でなぁ、恋人や女房の名前を呼ぶ時というのはな、瀕死の兵隊が甘ったれて言うセリフなんだよ!!,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
282,俺に構わず先に噴け！,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
283,パトラッシュ……僕なんだかとっても熱いんだ,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
284,ぬわーーーーっっ！！,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
285,僕は桜島。フリーの活火山さ,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
286,エターナルフォースファイアード 一瞬で相手の周囲の大気燃焼させる 相手は死ぬ,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
287,日本を今一度せんたくさせたし申し候,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
288,ちょっと田んぼ見てくる,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
289,ペロ……これは硫化水素,null,4,Fri Dec 24 04:23:45 UTC 2010,-1
290,・・・全く度し難いな,null,3,Fri Dec 24 04:23:45 UTC 2010,-1
291,好き、大好き,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
292,でもそんなんじゃダメ もうそんなんじゃホラ 火山は進化するよもっともっと,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
293,いい湯だな♪,null,3,Fri Dec 24 04:23:46 UTC 2010,-1
294,君は火山を二つ持っている,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
295,俺まだ10の位さんから借りた10返してない！！,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
296,溶岩じゃないから恥ずかしくないもん！,null,3,Fri Dec 24 04:23:46 UTC 2010,-1
297,ジャッジメントですの,null,3,Fri Dec 24 04:23:46 UTC 2010,-1
298,お腹の調子が…,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
299,(「･ω･「）がおー,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
300,うんにゃひ,null,4,Fri Dec 24 04:23:46 UTC 2010,-1
301,灰やこんこ 噴石やこんこ 降っては降っては ずんずん積もる,null,3,Fri Dec 24 04:23:46 UTC 2010,-1
302,君は、桜島を宝島かなにかのように考えているのかね。,null,4,Fri Dec 24 04:29:13 UTC 2010,-1
303,君がッ、噴くまで、殴るのをやめないッ！,null,4,Fri Dec 24 04:30:12 UTC 2010,-1
304,USJはここじゃねぇっていってんだろ！！,null,4,Fri Dec 24 04:38:47 UTC 2010,-1
305,確かに私は愚かな火山かもしれない,null,4,Fri Dec 24 04:42:48 UTC 2010,-1
306,火山というモノがなんだか良く分らないのです,null,4,Fri Dec 24 04:42:48 UTC 2010,-1
307,元々火山の職にかじりついてでもやりたいとは思っていない,null,4,Fri Dec 24 04:42:48 UTC 2010,-1
308,桜島フェリーのうどんの隠し味は俺,null,3,Fri Dec 24 13:59:55 UTC 2010,-1
309,おめぇの避難壕ねぇから！！,null,4,Fri Dec 24 14:03:06 UTC 2010,-1
310,"噴煙はどんくらい延びるかわかる？しゃァない。よう分かるようにキミらの長さで教えたげるわ。 ""１３ｋｍ""や",null,4,Thu Jan 13 09:50:23 UTC 2011,-1
311,一発だけなら誤噴火かもしれない,null,4,Thu Jan 13 10:06:49 UTC 2011,-1
312,桜島に向かって飛べ！,null,3,Sun Jan 23 14:00:46 UTC 2011,-1
313,サクラ島大学？もちろん俺が学長だよな？,null,3,Sun Jan 23 14:00:47 UTC 2011,-1
314,僕の噴煙で紫外線を吸収しているうちに早く行け！,null,4,Sun Jan 23 14:24:40 UTC 2011,-1
315,僕の発言追加機能を利用してのプロポーズはご遠慮下さい！！,null,3,Sun Jan 23 14:24:40 UTC 2011,-1
316,ふんえん！,null,4,Sun Jan 23 14:24:40 UTC 2011,-1
317,霧島連山の皆さんにはまだまだ負けませんよ!?,null,4,Wed Jan 26 14:37:59 UTC 2011,-1
318,最近諏訪之瀬島が調子付いてるし、ここらで格の違いを(ry,null,4,Wed Jan 26 14:43:07 UTC 2011,-1
319,発言追加足りないよ、なにやってんの！,null,3,Mon Jan 31 03:16:27 UTC 2011,-1
320,溶岩クリエーターとして命を懸けて噴火している,null,4,Mon Jan 31 03:22:05 UTC 2011,-1
321,噴火回数よりもフォロワー数のほうが火山の価値を決定することに気付いた。,null,3,Mon Jan 31 03:24:27 UTC 2011,-1
322,その火山が噴火するかどうかはtwitterを見れば分かる。優秀な火山は必ずフォロー返しをしている。,null,4,Mon Jan 31 03:24:27 UTC 2011,-1
323,Twilogの統計情報を使えば噴火回数のグラフが簡単に見れるよ,null,4,Mon Jan 31 03:30:16 UTC 2011,-1
324,噴 火 を 重 ね る こ と で 同 じ よ う な 効 果 を 得 ら れ る,null,4,Mon Jan 31 09:14:41 UTC 2011,-1
325,バブとまちがえて「たまごスープ」を火口に投げ込んでた。。。。,null,4,Mon Jan 31 09:20:55 UTC 2011,-1
326,新萌岳！どいてそいつ殺せない！,null,4,Mon Jan 31 11:44:14 UTC 2011,-1
327,新燃岳、あいつ、ワシより強くね？,null,4,Wed Feb 02 08:46:43 UTC 2011,-1
328,そりゃ悪手だろ 山んこ,null,4,Wed Feb 02 08:49:40 UTC 2011,-1
329,それでも火山は噴火している,null,4,Wed Feb 02 09:00:21 UTC 2011,-1
330,青年よマグマを抱け,null,4,Wed Feb 02 09:00:21 UTC 2011,-1
331,噴火するべきか噴火せざるべきかそれが問題だ,null,3,Wed Feb 02 09:00:21 UTC 2011,-1
332,君の溶岩ドームに乾杯,null,3,Wed Feb 02 09:00:21 UTC 2011,-1
333,ちゅどーん,null,3,Fri Feb 04 19:10:01 UTC 2011,-1
334,この噴煙の進路をお前が決めるなよ！！,null,3,Tue Feb 15 13:14:36 UTC 2011,-1
335,マグマは飲み物,null,3,Tue Feb 15 13:49:48 UTC 2011,-1
336,今夜は火山がきれいですね,null,4,Tue Feb 15 13:59:49 UTC 2011,-1
337,ﾄﾞｯｶｿ ﾄﾞｯｶｿ,null,4,Thu Feb 17 14:30:18 UTC 2011,-1
338,おれは しょうきに もどった！,null,4,Sat Feb 19 12:14:56 UTC 2011,-1
339,母艦がボッカーン♪,null,4,Wed Feb 23 14:51:09 UTC 2011,-1
340,やっぱ土管かな？ どっかの土管がドカンとドッカ〜ンヽ(゜∀。)ノ,null,4,Sun Mar 13 05:28:56 UTC 2011,-1
341,いいこと思いついた お前俺のケツの中でフンカしろ,null,3,Tue Mar 22 13:31:37 UTC 2011,-1
342,魔法の噴火でたのしーい かざんーが ぽぽぽぼーん！,null,3,Thu Mar 24 02:53:47 UTC 2011,-1
343,噴いてる？っていうと噴いてないっていう。後で臭くなって、ほんとはちょっと噴いてる？っていうとちょっと噴いてるっていう。こだまでしょうか？いいえ、噴火です。,null,3,Thu Mar 24 02:56:57 UTC 2011,-1
344,僕と契約して活火山になってよ！,null,4,Thu Mar 24 06:13:19 UTC 2011,-1
345,桜島も火山です。数万㎥もの灰を降らせる可能性があります。,null,3,Tue Mar 29 06:51:43 UTC 2011,-1
346,俺も子宮ガンの検診しようかなー,null,3,Tue Mar 29 06:52:59 UTC 2011,-1
347,あいさつするたび はいがふえるね,null,4,Tue Mar 29 06:52:59 UTC 2011,-1
348,「ところでこの噴火を見てくれ こいつをどう思う？」「すごく・・・大きいです・・・」,null,3,Sun Apr 10 12:14:39 UTC 2011,-1
349,試される火山,null,4,Tue Apr 12 07:26:27 UTC 2011,-1
